,Title,Area,Location,Bookmarks,Positive Review,Negative Review,Net Positive Review,Review Count,Rating,PriceRange,Genre,Food,Street,addr
81,Katsuo Udon (Camelpaint Building) 鰹烏冬 (駱駝漆大廈),Kwun Tong,"Room T, 2/F, Block 3, Camelpaint Building, 60 Hoi Yuen Road, Kwun Tong",23558.0,181.0,8.0,173.0,288,gp1,75,"  Japanese ,  Udon  ",  Udon  , 60 Hoi Yuen Road,60 Hoi Yuen Road Kwun Tong
82,Yume no don 夢の丼,To Kwa Wan,"G/F, Hang Shing Building, 2-10 Tam Kung Road, To Kwa Wan",5650.0,258.0,1.0,257.0,289,gp1,300,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 2-10 Tam Kung Road,2-10 Tam Kung Road To Kwa Wan
83,一起食堂 (威利廣場),Kwun Tong,"Shop G5, G/F, Westley Square , 48 Hoi Yuen Road, Kwun Tong",5553.0,315.0,1.0,314.0,346,gp1,25,"  Japanese ,  Taiwan  ",  Taiwan  , 48 Hoi Yuen Road,48 Hoi Yuen Road Kwun Tong
84,Reiwa Izakaya 令和居酒屋,Mong Kok,"G/F, Kin Wong Mansion Stage II, 111-127 Sai Yee Street, Mong Kok",11622.0,324.0,7.0,317.0,356,gp1,150,"  Japanese ,  Roast Meat  ",  Roast Meat  , 111-127 Sai Yee Street,111-127 Sai Yee Street Mong Kok
85,Tokyo Street (Sai Yeung Choi Street South) 東京街日本料理 (西洋菜南街),Prince Edward,"B, G/F, 228 Sai Yeung Choi Street South, Prince Edward",9001.0,209.0,2.0,207.0,228,gp1,150,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 228 Sai Yeung Choi Street South,228 Sai Yeung Choi Street South Prince Edward
86,YAKINIKU KAKURA (黃埔天地聚寶坊),Hung Hom,"Shop G1&G3, G/F, Treasure World (Site 11), The Whampoa, Hung Hom",11772.0,228.0,3.0,225.0,252,gp1,300,"  Japanese ,  Roast Meat  ",  Roast Meat  , The Whampoa,The Whampoa Hung Hom
87,Taisyou 大將,Mong Kok,"Shop R1, B/F, FoodYum, T.O.P This is Our Place, 700 Nathan Road, Mong Kok",13674.0,351.0,21.0,330.0,428,gp1,300,"  Japanese ,  Hot Pot  ",  Hot Pot  , 700 Nathan Road,700 Nathan Road Mong Kok
88,PAN de PAIN Pancake & Sweets (K11購物藝術館),Tsim Sha Tsui,"Shop B111B & B111C, B1/F, K11 Art Mall, 18 Hanoi Road, Tsim Sha Tsui",36457.0,518.0,98.0,420.0,1092,gp1,75,"  Japanese ,  Dessert  ",  Dessert  , 18 Hanoi Road,18 Hanoi Road Tsim Sha Tsui
89,Kura Tobi 蔵鳶居酒屋,Tsim Sha Tsui,"Shop 7-8, G/F, 44-46 Carnarvon Road, Tsim Sha Tsui",8126.0,231.0,5.0,226.0,252,gp1,150,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 44-46 Carnarvon Road,44-46 Carnarvon Road Tsim Sha Tsui
90,Ramen Bari-Uma (Kimberley Road) 霸嗎拉麵 (金巴利道),Tsim Sha Tsui,"G/F, 26 Kimberley Road, Tsim Sha Tsui",33734.0,636.0,45.0,591.0,924,gp1,75,"  Japanese ,  Ramen  ",  Ramen  , 26 Kimberley Road,26 Kimberley Road Tsim Sha Tsui
91,MOKUTAN 黑木,Tsim Sha Tsui,"Shop 2, G/F, 8 Kimberley Street, Tsim Sha Tsui",12612.0,398.0,5.0,393.0,415,gp1,600,"  Japanese ,  Skewer  ",  Skewer  , 8 Kimberley Street,8 Kimberley Street Tsim Sha Tsui
92,La Famille,Tsim Sha Tsui,"Shop B102B, B1/F, K11 Art Mall, 18 Hanoi Road, Tsim Sha Tsui",5332.0,251.0,2.0,249.0,285,gp1,300,"  Japanese ,  Dessert  ",  Dessert  , 18 Hanoi Road,18 Hanoi Road Tsim Sha Tsui
93,Boon,Kwun Tong,"Shop G, 14/F, Yip Win Factory Building, 10 Tsun Yip Lane, Kwun Tong",14979.0,192.0,12.0,180.0,250,gp1,150,"  Japanese ,  Upper floor Cafe  ",  Upper floor Cafe  , 10 Tsun Yip Lane,10 Tsun Yip Lane Kwun Tong
94,Menya Shinsho 麵屋神匠,Mong Kok,"Shop B, G/F, 562 Nathan Road, Mong Kok",3976.0,200.0,5.0,195.0,221,gp1,75,"  Japanese ,  Ramen  ",  Ramen  , 562 Nathan Road,562 Nathan Road Mong Kok
95,Kuuraku 喰楽,Kwun Tong,"Shop H, 9/F, Phase 3, Camel Paint Building, 60-62 Hoi Yuen Road, Kwun Tong",11974.0,185.0,2.0,183.0,203,gp1,300,"  Japanese ,  Hot Pot  ",  Hot Pot  , 60-62 Hoi Yuen Road,60-62 Hoi Yuen Road Kwun Tong
96,IKKYU Japanese Causal Restaurant (38 Plaza) 一休(居食屋)日本料理 (38廣場),Mong Kok,"1/F, 38 Plaza, 38 Shantung Street, Mong Kok",13478.0,342.0,23.0,319.0,455,gp1,150,"  Japanese ,  Ramen  ",  Ramen  , 38 Shantung Street,38 Shantung Street Mong Kok
97,Ebisoba Ichigen 一幻拉麵,Tsim Sha Tsui,"Shop OT G59, G/F, Ocean Terminal, Harbour City, 3-27 Canton Road, Tsim Sha Tsui",12395.0,255.0,24.0,231.0,488,gp1,150,"  Japanese ,  Ramen  ",  Ramen  , 3-27 Canton Road,3-27 Canton Road Tsim Sha Tsui
98,Gyushige (MW Plaza) 牛繁 (MW Plaza),Tsim Sha Tsui,"G/F, MW Plaza , 40 Kimberley Road, Tsim Sha Tsui",26315.0,391.0,17.0,374.0,472,gp1,300,"  Japanese ,  Roast Meat  ",  Roast Meat  , 40 Kimberley Road,40 Kimberley Road Tsim Sha Tsui
99,Japanese Restaurant Doraya (Hau Fook Street) 定食 Doraya (厚福街),Tsim Sha Tsui,"6/F H8, 8 Hau Fook Street, Tsim Sha Tsui",37685.0,343.0,11.0,332.0,476,gp1,150,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 8 Hau Fook Street,8 Hau Fook Street Tsim Sha Tsui
100,十常八九,Sham Shui Po,"G/F, 2 Wong Chuk Street, Sham Shui Po",26163.0,131.0,2.0,129.0,163,gp1,75,"  Japanese ,  Dessert  ",  Dessert  , 2 Wong Chuk Street,2 Wong Chuk Street Sham Shui Po
101,Daieiki Japanese Restaurant 大瀛喜日本料理,Mong Kok,"5/F, 655 Nathan Road, Mong Kok",6341.0,335.0,3.0,332.0,355,gp1,300,"  Japanese ,  All you can eat  ",  All you can eat  , 655 Nathan Road,655 Nathan Road Mong Kok
102,Tarou Izakaya 太郎居酒屋,Tsim Sha Tsui,"9/F, Canton Plaza, 82-84 Canton Road, Tsim Sha Tsui",4198.0,179.0,0.0,179.0,191,gp1,300,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 82-84 Canton Road,82-84 Canton Road Tsim Sha Tsui
103,The Yuu Japanese Dining 一遊,Tsim Sha Tsui,"4/F, 1 Knutsford Terrace, Tsim Sha Tsui",7802.0,272.0,14.0,258.0,331,gp1,300,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 1 Knutsford Terrace,1 Knutsford Terrace Tsim Sha Tsui
104,Jan Jan Kushikatsu (Soho Tower) Jan Jan 串揚專門店 (尊豪坊),Tsim Sha Tsui,"1/F, Soho Tower, 25 Hart Avenue, Tsim Sha Tsui",22373.0,207.0,2.0,205.0,261,gp1,300,"  Japanese ,  Skewer  ",  Skewer  , 25 Hart Avenue,25 Hart Avenue Tsim Sha Tsui
105,Mizu,Jordan,"G/F, 3 Tak Hing Street, Jordan",4395.0,230.0,0.0,230.0,239,gp1,600,"  Japanese ,  Skewer  ",  Skewer  , 3 Tak Hing Street,3 Tak Hing Street Jordan
106,Izakaya - Honotorihane 炎鳥羽,Tsim Sha Tsui,"17/F, The Lamma Tower, 12-12A Hau Fook Street, Tsim Sha Tsui",15546.0,270.0,1.0,269.0,294,gp1,300,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 12-12A Hau Fook Street,12-12A Hau Fook Street Tsim Sha Tsui
107,Maruju Aburi Farm 丸十あぶり牧場,Mong Kok,"Shop 342D,  3/F, MOKO, 193 Prince Edward Road West, Mong Kok",15297.0,358.0,21.0,337.0,455,gp1,150,"  Japanese ,  BBQ  ",  BBQ  , 193 Prince Edward Road West,193 Prince Edward Road West Mong Kok
108,Cafe Hachiko 八屋,Mong Kok,"8/F, Ladder Dundas, 575 Nathan Road, Mong Kok",18535.0,142.0,3.0,139.0,210,gp1,150,"  Japanese ,  Wine  ",  Wine  , 575 Nathan Road,575 Nathan Road Mong Kok
109,Hotaru 螢火,Tsim Sha Tsui,"Shop 1, LG/F, Hilton Towers, 96 Granville Road, Tsim Sha Tsui",11283.0,209.0,5.0,204.0,234,gp1,600,"  Japanese ,  Teppanyaki  ",  Teppanyaki  , 96 Granville Road,96 Granville Road Tsim Sha Tsui
110,阿久根和牛拉麵屋,Mong Kok,"Shop 1, G/F, Kwong Fai Mansion, 13 Kwong Wa Street, Mong Kok",9356.0,230.0,13.0,217.0,284,gp1,150,"  Japanese ,  Ramen  ",  Ramen  , 13 Kwong Wa Street,13 Kwong Wa Street Mong Kok
111,The Park by Years (Yu Chau Street) 素年 (汝州街),Sham Shui Po,"G/F, 132 Yu Chau Street, Sham Shui Po",13757.0,164.0,2.0,162.0,205,gp1,150,"  Japanese ,  Vegetarian  ",  Vegetarian  , 132 Yu Chau Street,132 Yu Chau Street Sham Shui Po
112,Sushi Tachi (Cameron Plaza) 立鮨 (金馬倫廣場),Tsim Sha Tsui,"Shop D, G/F, Cameron Plaza, 23 Cameron Road, Tsim Sha Tsui",16904.0,299.0,11.0,288.0,400,gp1,150,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 23 Cameron Road,23 Cameron Road Tsim Sha Tsui
113,ISAKICHI 漁吉海鮮丼專門店,Kwun Tong,"Room E, 8/F, Everest Industrial Centre, 396 Kwun Tong Road, Kwun Tong",3713.0,195.0,1.0,194.0,203,gp1,150,"  Japanese ,  Seafood  ",  Seafood  , 396 Kwun Tong Road,396 Kwun Tong Road Kwun Tong
114,Maguro Sekaiichiba (Mong Kok) 鮪世市場 (旺角),Mong Kok,"Shop 10-11, G, Hung Wai Building, 3-5 Fa Yuen Street, Mong Kok",6270.0,173.0,1.0,172.0,201,gp1,300,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 3-5 Fa Yuen Street,3-5 Fa Yuen Street Mong Kok
115,TEKKA (Hau Fook Street) 鉄火堂 (厚福街),Tsim Sha Tsui,"G/F, 10 Hau Fook Street, Tsim Sha Tsui",14020.0,242.0,22.0,220.0,437,gp1,150,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 10 Hau Fook Street,10 Hau Fook Street Tsim Sha Tsui
116,BBQ House 串燒屋,Kwun Tong,"G/F, 54 Tung Ming Street, Kwun Tong",9860.0,227.0,9.0,218.0,262,gp1,300,"  Japanese ,  Skewer  ",  Skewer  , 54 Tung Ming Street,54 Tung Ming Street Kwun Tong
117,break,Kwun Tong,"Shop 13-14, 1/F, Quayside, 77 Hoi Bun Road, Kwun Tong",5863.0,173.0,2.0,171.0,194,gp1,150,"  Japanese ,  Coffee Shop  ",  Coffee Shop  , 77 Hoi Bun Road,77 Hoi Bun Road Kwun Tong
118,Sweet Craft,Hung Hom,"Shop G33, G/F, Pebbles World (Site 3), The Whampoa, Hung Hom",13536.0,154.0,10.0,144.0,244,gp1,25,"  Japanese ,  Ice Cream/yogurt  ",  Ice Cream/yogurt  , The Whampoa,The Whampoa Hung Hom
119,Gochi,Lok Fu,"Shop L104A&B, L211-214, UG/F & 1/F, Lok Fu Plaza , 198 Junction Road, Lok Fu",9527.0,153.0,8.0,145.0,203,gp1,150,"  Japanese ,  Wine  ",  Wine  , 198 Junction Road,198 Junction Road Lok Fu
120,Juji - Cotton Candy Kagoshima Kuroge A5 Wagyu Sukiyaki 十侍 - 棉花糖A5和牛壽喜燒專門店,Mong Kok,"1/F, Station 21, 21C Soy Street, Mong Kok",8351.0,205.0,9.0,196.0,239,gp1,300,"  Japanese ,  Udon  ",  Udon  , 21C Soy Street,21C Soy Street Mong Kok
121,Oi-Shi-Sushi (Sham Shui Po) 御品·千之味 (深水埗),Sham Shui Po,"G/F, Lee Luen Yick Building, 390C Lai Chi Kok Road, Sham Shui Po",11742.0,342.0,9.0,333.0,416,gp1,75,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 390C Lai Chi Kok Road,390C Lai Chi Kok Road Sham Shui Po
122,HARA,Jordan,"G/F, Wai Hang Building, 3-5 Kwun Chung Street, Jordan",15814.0,179.0,2.0,177.0,210,gp1,300,"  Japanese ,  Western  ",  Western  , 3-5 Kwun Chung Street,3-5 Kwun Chung Street Jordan
123,Wagyu Yakiniku Ichiro (Pak Shing Building) 和牛燒肉一郎 (百誠大廈),Jordan,"3/F, Pak Shing Building, 31-37 Jordan Road, Jordan",22317.0,315.0,29.0,286.0,382,gp1,300,"  Japanese ,  BBQ  ",  BBQ  , 31-37 Jordan Road,31-37 Jordan Road Jordan
124,UMAI 鵜舞,Lai Chi Kok,"Shop 2, G/F, D2 Place One, 9 Cheung Yee Street, Lai Chi Kok",24965.0,244.0,42.0,202.0,405,gp1,300,"  Japanese ,  Ramen  ",  Ramen  , 9 Cheung Yee Street,9 Cheung Yee Street Lai Chi Kok
125,Ramen House Konjiki Hototogisu (H Zentre) 金色不如帰 (H Zentre),Tsim Sha Tsui,"G/F, H Zentre, 15 Middle Road, Tsim Sha Tsui",5444.0,158.0,7.0,151.0,203,gp1,150,"  Japanese ,  Ramen  ",  Ramen  , 15 Middle Road,15 Middle Road Tsim Sha Tsui
126,Isaba Taifu 漁場台風,Mong Kok,"G/F, 39 Fife Street, Kin Wong Mansion, Mong Kok",25824.0,362.0,15.0,347.0,509,gp1,75,"  Japanese ,  Ramen  ",  Ramen  , Kin Wong Mansion,Kin Wong Mansion Mong Kok
127,sensory ZERO (海港城),Tsim Sha Tsui,"Lane Crawford, G/F, Marco Polo Hong Kong Hotel, Harbour City, 3 Canton Road, Tsim Sha Tsui",15563.0,134.0,9.0,125.0,215,gp1,150,"  Japanese ,  All Day Breakfast  ",  All Day Breakfast  , 3 Canton Road,3 Canton Road Tsim Sha Tsui
128,Kaiyō 海陽。居酒屋,Tsim Sha Tsui,"Shop 103-103A, 1/F, K11 Musea, Victoria Dockside, 18 Salisbury Road, Tsim Sha Tsui",28906.0,167.0,45.0,122.0,285,gp1,300,"  Japanese ,  Izakaya  ",  Izakaya  , 18 Salisbury Road,18 Salisbury Road Tsim Sha Tsui
129,52C Medium Rare,Jordan,"G/F, Wah Hing Building, 269 Temple Street, Jordan",4894.0,155.0,0.0,155.0,166,gp1,150,"  Japanese ,  Roast Meat  ",  Roast Meat  , 269 Temple Street,269 Temple Street Jordan
130,Seikuu 晴空日本料理,Tsim Sha Tsui,"Shop 1, G/F, 8 Kimberley Street, Tsim Sha Tsui",9640.0,289.0,2.0,287.0,318,gp1,300,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 8 Kimberley Street,8 Kimberley Street Tsim Sha Tsui
131,Sushi Kumo 雲壽司,Prince Edward,"G/F, 254 Sai Yeung Choi Street South, Prince Edward",7678.0,163.0,0.0,163.0,186,gp1,75,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 254 Sai Yeung Choi Street South,254 Sai Yeung Choi Street South Prince Edward
132,Kokoni Coffee,Sham Shui Po,"Ground Floor,  Ki Lung St 156, Shum Shui Po, Kowloon, Sham Shui Po",14334.0,115.0,3.0,112.0,175,gp1,75,"  Japanese ,  Sandwich  ",  Sandwich  , Kowloon,Kowloon Sham Shui Po
133,Dining Alley 酒燒弄,Tai Kok Tsui,"Shop 1A, G/F, Tai Moon Building, 43 Tai Tsun Street, Tai Kok Tsui",3188.0,141.0,0.0,141.0,151,gp1,150,"  Japanese ,  Wine  ",  Wine  , 43 Tai Tsun Street,43 Tai Tsun Street Tai Kok Tsui
134,Kobe Fusion Restaurant 神戶屋日韓放題,Mong Kok,"8/F, CTMA Centre, 1 Sai Yeung Choi Street, Mong Kok",48171.0,1020.0,115.0,905.0,1312,gp1,300,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 1 Sai Yeung Choi Street,1 Sai Yeung Choi Street Mong Kok
135,Katsuo Udon (Po Wah Court) 鰹烏冬 (寶華閣),Cheung Sha Wan,"Shop 4, G/F, Po Wah Court, 450/464 Un Chau Street, Cheung Sha Wan",16402.0,155.0,17.0,138.0,254,gp1,75,"  Japanese ,  Udon  ",  Udon  , 450/464 Un Chau Street,450/464 Un Chau Street Cheung Sha Wan
136,Sushiro 壽司郎,Hung Hom,"Shop G10, G/F, Deli Place (Site 4), The Whampoa, Hung Hom",8120.0,147.0,7.0,140.0,254,gp1,150,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , The Whampoa,The Whampoa Hung Hom
137,Sushi Tachi (Foo Tat Building) 立鮨 (富達大廈),Mong Kok,"Shop 1-2, G/F, Foo Tat Building, 50 Soy Street, Mong Kok",8424.0,329.0,17.0,312.0,424,gp1,150,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 50 Soy Street,50 Soy Street Mong Kok
138,ANA TEN 天穴,Tsim Sha Tsui,"Shop OTE 304, 3/F,Ocean Terminal, Harbour City, 3-27 Canton Road, Tsim Sha Tsui",22779.0,137.0,12.0,125.0,249,gp1,600,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 3-27 Canton Road,3-27 Canton Road Tsim Sha Tsui
139,Sushi Rin 鮨燐,Tsim Sha Tsui,"Shop 1, UG/F, H Zentre, 15 Middle Road, Tsim Sha Tsui",7856.0,155.0,4.0,151.0,169,gp1,1000,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 15 Middle Road,15 Middle Road Tsim Sha Tsui
140,Daikatsu Don 大勝丼,Mong Kok,"5/F, Mongkok Metro, 594-596 Nathan road, Mong Kok",22217.0,267.0,12.0,255.0,368,gp1,150,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 594-596 Nathan road,594-596 Nathan road Mong Kok
141,Nakitora Ramen (Pak Tai Street) 鳴虎 (北帝街),To Kwa Wan,"Shop B, G/F, Tong Lu Mansion, 61 Pak Tai Street, To Kwa Wan",2253.0,148.0,4.0,144.0,165,gp1,75,"  Japanese ,  Ramen  ",  Ramen  , 61 Pak Tai Street,61 Pak Tai Street To Kwa Wan
142,Gyuugoku Stone Grill Steak (Tung Choi Street) 牛極 (通菜街),Mong Kok,"G/F, 78 Tung Choi Street, Mong Kok",11087.0,255.0,8.0,247.0,312,gp1,75,"  Japanese ,  Roast Meat  ",  Roast Meat  , 78 Tung Choi Street,78 Tung Choi Street Mong Kok
143,Hachikasen (Gala Place) 八歌仙 (家樂坊),Mong Kok,"Shop 802, 8, Gala Place, 56 Dundas Street, Mong Kok",20767.0,154.0,26.0,128.0,224,gp1,300,"  Japanese ,  BBQ  ",  BBQ  , 56 Dundas Street,56 Dundas Street Mong Kok
144,Fonji Cafe 楓子珈琲,Prince Edward,"G/F, Nam Fung Mansion, 5 Maple Street, Prince Edward",15587.0,104.0,2.0,102.0,140,gp1,150,"  Japanese ,  Cake  ",  Cake  , 5 Maple Street,5 Maple Street Prince Edward
145,Be with Years (Wonderful Worlds of Whampoa Pebbles World) 素年 (黃埔天地百寶坊),Hung Hom,"Shop G27, G/F, Pebbles World (Site 3), Wonderful Worlds of Whampoa, Hung Hom",7286.0,118.0,4.0,114.0,149,gp1,150,"  Japanese ,  Vegetarian  ",  Vegetarian  , Wonderful Worlds of Whampoa,Wonderful Worlds of Whampoa Hung Hom
146,Daimaru Ramen 大丸ラーメン,Tai Kok Tsui,"Shop B, G/F, 22 Po Man Street, Tai Kok Tsui",21608.0,133.0,3.0,130.0,178,gp1,75,"  Japanese ,  Ramen  ",  Ramen  , 22 Po Man Street,22 Po Man Street Tai Kok Tsui
147,Nippon Sushi Dining 日和号壽司料理,Kowloon Bay,"Shop 5, 10/F, Mega Box, 38 Wang Chiu Road, Kowloon Bay",3026.0,220.0,63.0,157.0,434,gp1,150,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 38 Wang Chiu Road,38 Wang Chiu Road Kowloon Bay
148,KUSHI by Skewer Kitchen 燒烤堂,Mong Kok,"Room A, 3/F, Witty Commercial Building, 1A-1L Tung Choi Street, Mong Kok",5159.0,133.0,1.0,132.0,142,gp1,300,"  Japanese ,  BBQ  ",  BBQ  , 1A-1L Tung Choi Street,1A-1L Tung Choi Street Mong Kok
149,Heisei 平成,Tsim Sha Tsui,"Shop 17, G/F, The Pinnacle, 8 Minden Avenue, Tsim Sha Tsui",5531.0,242.0,7.0,235.0,269,gp1,150,"  Japanese ,  Izakaya  ",  Izakaya  , 8 Minden Avenue,8 Minden Avenue Tsim Sha Tsui
150,AFURI Ramen + Dumpling (The ONE) 阿夫利拉麵 (The ONE),Tsim Sha Tsui,"i.t orange forest, 2/F, THE ONE, 100 Nathan Road, Tsim Sha Tsui",11231.0,195.0,10.0,185.0,281,gp1,150,"  Japanese ,  Ramen  ",  Ramen  , 100 Nathan Road,100 Nathan Road Tsim Sha Tsui
151,Guts Soul 燒魂,Tsim Sha Tsui,"2/F, Cameron Centre, 57-59 Chatham Road, Tsim Sha Tsui",29987.0,552.0,125.0,427.0,875,gp1,300,"  Japanese ,  All you can eat  ",  All you can eat  , 57-59 Chatham Road,57-59 Chatham Road Tsim Sha Tsui
152,Owl's Choux,Tsim Sha Tsui,"G/F, 32 Mody Road, Tsim Sha Tsui",25025.0,261.0,6.0,255.0,328,gp1,25,"  Japanese ,  Dessert  ",  Dessert  , 32 Mody Road,32 Mody Road Tsim Sha Tsui
153,Hamsta Crown Coffee ねずみの王冠 喫茶店,Kwun Tong,"Unit 1501, 15/F, Crown Industrial Building, 106 How Ming Street, Kwun Tong",30551.0,363.0,24.0,339.0,500,gp1,150,"  Japanese ,  Hot Pot  ",  Hot Pot  , 106 How Ming Street,106 How Ming Street Kwun Tong
154,Home Kitchen 慢煮屋,Kwun Tong,"Flat G, 11/F, Block 3, Camel Paint Buildings, 60 Hoi Yuen Street, Kwun Tong",16004.0,146.0,17.0,129.0,310,gp1,75,"  Japanese ,  Yoshoku  ",  Yoshoku  , 60 Hoi Yuen Street,60 Hoi Yuen Street Kwun Tong
155,Hearth Yakiniku by ATUM 火土燒肉,Tsim Sha Tsui,"Shop 314, 3/F, K11 Art Mall, 18 Hanoi Road, Tsim Sha Tsui",16312.0,126.0,2.0,124.0,149,gp1,300,"  Japanese ,  BBQ  ",  BBQ  , 18 Hanoi Road,18 Hanoi Road Tsim Sha Tsui
156,Sushi Man 鮨文,Hung Hom,"Shop G22A, G/F, Treasure World (Site 11), The Whampoa, Hung Hom",14504.0,344.0,14.0,330.0,377,gp1,1000,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , The Whampoa,The Whampoa Hung Hom
157,Chayamachi (Cheung Sha Wan Road) 茶屋町 (長沙灣道),Sham Shui Po,"G/F, 217 Cheung Sha Wan Road, Sham Shui Po",11431.0,262.0,17.0,245.0,331,gp1,75,"  Japanese ,  Dessert  ",  Dessert  , 217 Cheung Sha Wan Road,217 Cheung Sha Wan Road Sham Shui Po
158,Kappo Ro Ann (iSQUARE) 割烹 櫓杏 (iSQUARE國際廣場),Tsim Sha Tsui,"Shop 2801, 28/F, iSQUARE,  63 Nathan Road, Tsim Sha Tsui",30424.0,134.0,6.0,128.0,205,gp1,600,"  Japanese ,  Hot Pot  ",  Hot Pot  ,  63 Nathan Road,63 Nathan Road Tsim Sha Tsui
159,Ramen Ikka 麺処一家,Tsim Sha Tsui,"G/F, 11 Hau Fook Street, Tsim Sha Tsui",10672.0,127.0,3.0,124.0,202,gp1,75,"  Japanese ,  Ramen  ",  Ramen  , 11 Hau Fook Street,11 Hau Fook Street Tsim Sha Tsui
160,ICHIJUISSAI (Langham Place) 一汁一菜 (朗豪坊),Mong Kok,"Shop 26-27, B2/F, Langham Place, 8 Argyle Street, Mong Kok",1890.0,129.0,7.0,122.0,151,gp2,75,"  Japanese ,  Soup  ",  Soup  , 8 Argyle Street,8 Argyle Street Mong Kok
161,Issyoukenmen 一生懸麵,Ngau Tau Kok,"Shop 121, G/F, TBG Mall, 3 Ngau Tau Kok Road, Ngau Tau Kok",6960.0,196.0,5.0,191.0,283,gp1,75,"  Japanese ,  Ramen  ",  Ramen  , 3 Ngau Tau Kok Road,3 Ngau Tau Kok Road Ngau Tau Kok
162,Honjin (H8) 燒肉の牛太・本陣 (H8大廈),Tsim Sha Tsui,"21/F, H8, 8 Hau Fook Street, Tsim Sha Tsui",13429.0,165.0,4.0,161.0,202,gp1,600,"  Japanese ,  Roast Meat  ",  Roast Meat  , 8 Hau Fook Street,8 Hau Fook Street Tsim Sha Tsui
163,Kyoto Ichinoden 京都一の傳,Tsim Sha Tsui,"Shop 402,4/F, Ocean Centre, 5 Canton Road, Tsim Sha Tsui",32313.0,125.0,32.0,93.0,258,gp1,300,"  Japanese ,  Izakaya  ",  Izakaya  , 5 Canton Road,5 Canton Road Tsim Sha Tsui
164,Kuroiwa Ramen 麵屋黑岩,Sham Shui Po,"G/F, 219 Cheung Sha Wan Road, Sham Shui Po",12952.0,310.0,8.0,302.0,407,gp1,75,"  Japanese ,  Ramen  ",  Ramen  , 219 Cheung Sha Wan Road,219 Cheung Sha Wan Road Sham Shui Po
165,Hakkaisan Japanese Restaurant 八海山,Tsim Sha Tsui,"Shop 1-4, G/F, Prat Mansions, 26-36 Prat Avenue, Tsim Sha Tsui",7584.0,164.0,11.0,153.0,206,gp1,300,"  Japanese ,  Group Dining  ",  Group Dining  , 26-36 Prat Avenue,26-36 Prat Avenue Tsim Sha Tsui
166,串串燒 by Season,Mong Kok,"B/F, Chun Yee Building, 733 Nathan Road, Mong Kok",8381.0,267.0,8.0,259.0,288,gp1,150,"  Japanese ,  Skewer  ",  Skewer  , 733 Nathan Road,733 Nathan Road Mong Kok
167,SHIAWASE 幸匠燒,Tsim Sha Tsui,"Shop OTE 402, 4/F, Ocean Terminal, Harbour City, 3-27 Canton Road, Tsim Sha Tsui",15914.0,98.0,5.0,93.0,149,gp1,600,"  Japanese ,  Skewer  ",  Skewer  , 3-27 Canton Road,3-27 Canton Road Tsim Sha Tsui
168,Fullcup planet cafe 呼吸星球,To Kwa Wan,"G/F, 91 Ma Tau Kok Road, To Kwa Wan",18649.0,94.0,6.0,88.0,159,gp1,300,"  Japanese ,  Wine  ",  Wine  , 91 Ma Tau Kok Road,91 Ma Tau Kok Road To Kwa Wan
169,Gyuugoku Stone Grill Steak (Art Court) 牛極 (雅怡居),Sham Shui Po,"G/F, Art Court, 195A Castle Peak Road, Om Yau, Sham Shui Po",6979.0,267.0,9.0,258.0,299,gp1,75,"  Japanese ,  Teppanyaki  ",  Teppanyaki  , Om Yau,Om Yau Sham Shui Po
170,Kanzan Menya (Sands Building) 神山麺屋 (新聲大廈),Tsim Sha Tsui,"Shop AK & B, G/F, Sands Building, 17 Hankow Road, Tsim Sha Tsui",6186.0,153.0,5.0,148.0,187,gp1,75,"  Japanese ,  Ramen  ",  Ramen  , 17 Hankow Road,17 Hankow Road Tsim Sha Tsui
171,Sushi Dokoro Matsudo (The Toy House) 鮨處松戶 (彩星集團大廈),Tsim Sha Tsui,"8/F The Toy House, 100 Canton Road, Tsim Sha Tsui",13288.0,276.0,16.0,260.0,340,gp1,300,"  Japanese ,  Sushi/Sashimi  ",  Sushi/Sashimi  , 100 Canton Road,100 Canton Road Tsim Sha Tsui
